business_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
0FPlueS5F6l5xIf8Zw8iEQ,0.5976419448852539,0.07206355035305023,0.2862759232521057,0.02997923642396927,,,,,,,,,,,,,,,,
0FSH-6mRF7DKjeI98snxrA,0.011387752369046211,0.1518496572971344,0.016492584720253944,0.21234513819217682,0.06309264898300171,0.03808736801147461,0.11343730241060257,0.17970816791057587,0.19066154956817627,0.014958646148443222,,,,,,,,,,
0GYM_KIMzwH_CeL6S279Pw,0.03835554048418999,0.053595028817653656,0.09273689240217209,0.13041293621063232,0.21455664932727814,0.45647814869880676,,,,,,,,,,,,,,
0Ge4hEQ8HYnrkfm8UHj2BQ,0.013589794747531414,0.013371373526751995,0.028427280485630035,0.012281598523259163,0.06574124097824097,0.42037221789360046,0.05844763293862343,0.2732449173927307,0.10266942530870438,,,,,,,,,,,
0HaSwss_agyMiGTT9kIX6g,0.062196265906095505,0.19821877777576447,0.11645081639289856,0.50864577293396,0.08448153734207153,,,,,,,,,,,,,,,
0IfrcGbFzQvn9w8bl9GKDg,0.01634632609784603,0.1127246618270874,0.015808144584298134,0.015089685097336769,0.03330225870013237,0.013076459988951683,0.015404552221298218,0.0345987007021904,0.07265280932188034,0.2731855809688568,0.0841362476348877,0.20020389556884766,0.07217391580343246,0.01567203737795353,0.016248492524027824,,,,,
0IhSOm9Vm1JkvRO6XyElGg,0.012465192005038261,0.03505449742078781,0.012337252497673035,0.03187545761466026,0.1515556424856186,0.08355215191841125,0.03146568313241005,0.0423569530248642,0.453596830368042,0.10518292337656021,0.03065204620361328,,,,,,,,,
0It4d0eFPJ5UnQqe6g2Z3w,0.024585938081145287,0.1259828805923462,0.01413232646882534,0.3451666235923767,0.0198527742177248,0.010161750949919224,0.3799741864204407,0.057464905083179474,0.01530782226473093,,,,,,,,,,,
0MR1J0U8uOXtvZlHV-johQ,0.03749387711286545,0.22824586927890778,0.0755702555179596,0.10306360572576523,0.1991649717092514,0.11531292647123337,0.17121021449565887,0.0468158982694149,,,,,,,,,,,,
0NoHJtug9xefI2OnsANaMA,0.012115592136979103,0.019981764256954193,0.10841716825962067,0.3421599864959717,0.039790935814380646,0.08952798694372177,0.010629149153828621,0.02142816036939621,0.014935137704014778,0.01283979881554842,0.06377988308668137,0.1481557935476303,0.08363168686628342,,,,,,,
0OkfU0vDBprsIEd5hWuhAQ,0.013869339600205421,0.044902969151735306,0.25065359473228455,0.13987821340560913,0.1162123903632164,0.05291742458939552,0.34119418263435364,0.029791947454214096,,,,,,,,,,,,
0PCBt3JKD6IooicImKNBzA,0.0737430527806282,0.08267638087272644,0.012578540481626987,0.5153305530548096,0.011541490443050861,0.11115747690200806,0.16523654758930206,0.01003577932715416,,,,,,,,,,,,
0PVxodALQu-soL5J8bjerQ,0.03574267029762268,0.06795254349708557,0.06225728988647461,0.012320096604526043,0.3051450848579407,0.025694167241454124,0.027597473934292793,0.27176979184150696,0.14903445541858673,,,,,,,,,,,
0PtNw7RgF4JFcPyP-LqZ_Q,0.021168554201722145,0.09064586460590363,0.33817028999328613,0.02427464723587036,0.03853878006339073,0.16257736086845398,0.30198338627815247,0.012218758463859558,,,,,,,,,,,,
0Q0v-eDzWtaySg7cbVi0yg,0.05783553794026375,0.05151188001036644,0.018737688660621643,0.029923219233751297,0.020151866599917412,0.055770792067050934,0.33282339572906494,0.12418530136346817,0.051029935479164124,0.17835651338100433,0.07225670665502548,,,,,,,,,
0QThBvFYadl5_t4P_rKd8Q,0.0241659227758646,0.2798866927623749,0.1624535620212555,0.029637856408953667,0.05543145537376404,0.08749249577522278,0.022921059280633926,0.04534466937184334,0.15605787932872772,0.12121038138866425,,,,,,,,,,
0VDcJitRHh5uJnkjymu_6A,0.10347644984722137,0.10871940106153488,0.012133659794926643,0.21629595756530762,0.037998590618371964,0.039420511573553085,0.28169959783554077,0.1330985724925995,0.011417845264077187,0.033816318958997726,,,,,,,,,,
0VUbtKyg-_2Y4T1ct2KUNQ,0.04937613382935524,0.14635075628757477,0.07998345792293549,0.20938707888126373,0.010641353204846382,0.11677379161119461,0.15798991918563843,0.09576893597841263,0.13224375247955322,,,,,,,,,,,
0Wy4gw8krao9nGq-sHWFSQ,0.0178233589977026,0.27380624413490295,0.020556334406137466,0.10353831201791763,0.21352563798427582,0.034439340233802795,0.2300700694322586,0.07845675945281982,0.018357547000050545,,,,,,,,,,,
0X3tBvAUGUUDQJ9e5cUXrQ,0.23713761568069458,0.1578390896320343,0.06059519574046135,0.4777435064315796,,,,,,,,,,,,,,,,
0YA3RpY5KXcezPXcjdfOGQ,0.11157572269439697,0.22862254083156586,0.03320559114217758,0.07405716925859451,0.3766061067581177,0.16620869934558868,,,,,,,,,,,,,,
0Z4__YJxeGnYcbx05Mfw_w,0.12850730121135712,0.08369097113609314,0.41956472396850586,0.3415639102458954,,,,,,,,,,,,,,,,
0aC1_rN0scdHkAy_dDSMWA,0.030039029195904732,0.25359612703323364,0.010849663987755775,0.04916202649474144,0.5832424759864807,0.06301053613424301,,,,,,,,,,,,,,
0aT7sqTIIv5zMApt4p4VWQ,0.13496387004852295,0.3825805187225342,0.015175728127360344,0.19302205741405487,0.039909251034259796,0.09323497116565704,0.12140083312988281,,,,,,,,,,,,,
0ajTatYvxoFd7-C22r6L4w,0.2878233790397644,0.27796927094459534,0.1289040893316269,0.1709660142660141,0.0691063329577446,,,,,,,,,,,,,,,
0bjFYstj8USMzEV4ZQldjA,0.020471647381782532,0.20009085536003113,0.013888909481465816,0.07214587926864624,0.40065667033195496,0.05617286264896393,0.08002007752656937,0.12197782844305038,0.029433326795697212,,,,,,,,,,,
0dRqzEG9-2QNnvJtdpdDZw,0.10634408891201019,0.01343749463558197,0.2506186366081238,0.10771191865205765,0.02941627986729145,0.02502809651196003,0.36694979667663574,0.07299144566059113,0.015988115221261978,,,,,,,,,,,
0fkjHTNaMCT4FjZqaa4euA,0.012026652693748474,0.5272464156150818,0.08642661571502686,0.25238579511642456,0.09903942048549652,0.020197641104459763,,,,,,,,,,,,,,
0h4RFNScYBmtNhXAdz_UBA,0.03578822687268257,0.03133929893374443,0.03575752675533295,0.2724497318267822,0.012412128038704395,0.037522006779909134,0.04318620637059212,0.08768273144960403,0.045893341302871704,0.2298010140657425,0.08035801351070404,0.07343989610671997,,,,,,,,
0iWPGjWRBrLasX55aJRdOg,0.09202473610639572,0.49418509006500244,0.11535302549600601,0.11514412611722946,0.16940103471279144,,,,,,,,,,,,,,,
0pi1DQ3N8gC6jhdHfDWEMA,0.1358952671289444,0.04158740118145943,0.14092828333377838,0.055873576551675797,0.07078757137060165,0.2128862887620926,0.25114452838897705,0.08046025037765503,,,,,,,,,,,,
0r1Ow0HYAAjU7oM_2ePN6g,0.03734516352415085,0.015164121985435486,0.02653694711625576,0.016366934403777122,0.013423572294414043,0.41862213611602783,0.05593405291438103,0.011160737834870815,0.12032213807106018,0.13338029384613037,0.13694842159748077,,,,,,,,,
0tn7GWwao_BhZJeTWkwcQA,0.18316560983657837,0.28893429040908813,0.039744216948747635,0.10779377073049545,0.06994371116161346,0.0809561088681221,0.22061678767204285,,,,,,,,,,,,,
0tsl6aGhI-4nJgeVRfC3HQ,0.18313851952552795,0.04038756340742111,0.15118807554244995,0.302348792552948,0.11118033528327942,0.19685937464237213,,,,,,,,,,,,,,
0u2xwNy07-z3gv0tpuJX2Q,0.04783252626657486,0.5898935198783875,0.32685065269470215,,,,,,,,,,,,,,,,,
0v7DIprUj2KASqg5PwqhUg,0.12329927831888199,0.027155371382832527,0.23959940671920776,0.15489578247070312,0.14899471402168274,0.0923377200961113,0.15937672555446625,0.04279925674200058,,,,,,,,,,,,
0vAHRd4Xlsdx3fHV8JCRBQ,0.015818271785974503,0.49633803963661194,0.027537014335393906,0.01366193126887083,0.25430092215538025,0.1529010683298111,0.015031994320452213,,,,,,,,,,,,,
0vwquUvc7JupcCMjYEiKWQ,0.5979087948799133,0.18092772364616394,0.2004278004169464,,,,,,,,,,,,,,,,,
0xeS1Vpz4bQPlLQxeGGUSQ,0.3402128219604492,0.5212914943695068,,,,,,,,,,,,,,,,,,
0xxW5PmeFV1MWkvDwU7XaQ,0.19372504949569702,0.040367674082517624,0.05938906595110893,0.1243341788649559,0.021632768213748932,0.22699856758117676,0.1918010413646698,0.12684711813926697,,,,,,,,,,,,
0yFe_kQiynisvahzVuq6Mw,0.1414623260498047,0.08383967727422714,0.02537594549357891,0.22442729771137238,0.48738622665405273,,,,,,,,,,,,,,,
10NSeX03xC2th8-HGFq3sw,0.3904893696308136,0.02498926781117916,0.06088213250041008,0.05265139415860176,0.08729734271764755,0.1506248414516449,0.16864454746246338,0.013828018680214882,0.02691117860376835,,,,,,,,,,,
15RvAvPxUBl3HmnGMJdtTQ,0.20777462422847748,0.02469867840409279,0.02736607939004898,0.11909252405166626,0.32823121547698975,0.17464211583137512,0.09235318750143051,0.017455045133829117,,,,,,,,,,,,
17DImn_vPnuwU9hhRFXlUA,0.12371078878641129,0.26399075984954834,0.016615768894553185,0.11664439737796783,0.1597600281238556,0.010153183713555336,0.06157141178846359,0.1909654140472412,0.033232782036066055,,,,,,,,,,,
1Bc4KYox4Fux-aLV4OfFnA,0.047488339245319366,0.34244465827941895,0.012231046333909035,0.17727422714233398,0.3183347284793854,0.05513520911335945,0.018659112975001335,,,,,,,,,,,,,
1FDhJNAuPXRGbMi9x0muGA,0.08530386537313461,0.10068223625421524,0.06597959250211716,0.2880745530128479,0.030495863407850266,0.018496444448828697,0.010118044912815094,0.018073130398988724,0.01786743476986885,0.15017716586589813,0.1533985435962677,0.0394621379673481,,,,,,,,
1FodVSAxoKqEKYQc3QHgvg,0.020678360015153885,0.4978550970554352,0.02081133984029293,0.011638052761554718,0.01569068431854248,0.05170120671391487,0.2457607090473175,0.08864693343639374,0.02882043644785881,,,,,,,,,,,
1FqQ0L--8sviAKNR97K5UA,0.028418859466910362,0.6246492862701416,0.0702316015958786,0.029997479170560837,0.17502374947071075,0.06679978221654892,,,,,,,,,,,,,,
1GaooxqCWHzulI2Ub3CXEw,0.02116219326853752,0.15090294182300568,0.028080973774194717,0.3100775480270386,0.020791783928871155,0.09355080872774124,0.19806206226348877,0.1132519543170929,0.04101609066128731,,,,,,,,,,,
1HfkEkNhI6XJXkgrCTBKpw,0.2126251608133316,0.0721912682056427,0.08603143692016602,0.023353824391961098,0.010562427341938019,0.2420354038476944,0.033931341022253036,0.06888499855995178,0.07639427483081818,0.10841390490531921,0.034886136651039124,,,,,,,,,
1HtxtLaFgTeerAuF9Q5jRQ,0.03734497353434563,0.013883670791983604,0.6152673363685608,0.04883015155792236,0.01379410084336996,0.1429920792579651,0.1203661859035492,,,,,,,,,,,,,
1JbrO_ZoY6a8R3llJHVzUQ,0.19482894241809845,0.23919863998889923,0.01635892502963543,0.4214940667152405,0.08594457805156708,0.030272742733359337,,,,,,,,,,,,,,
1Kg2YIYlNjzYb8EEgvYUtA,0.24758380651474,0.06623496860265732,0.017295053228735924,0.020093491300940514,0.35146984457969666,0.012019351124763489,0.03672916814684868,0.1903589367866516,0.05316832289099693,,,,,,,,,,,
1LUaZFVMEjodl1tbAGF3sQ,0.4586981236934662,0.018888872116804123,0.06874607503414154,0.02014516480267048,0.17721356451511383,0.19705994427204132,0.05705508962273598,,,,,,,,,,,,,
1M6tA3TqxcpptHW0_hP9Kw,0.04933786019682884,0.012914921157062054,0.37152984738349915,0.12397801131010056,0.017572714015841484,0.023762986063957214,0.012044111266732216,0.10910093784332275,0.22712691128253937,0.018733961507678032,,,,,,,,,,
1MQQZ2kTiBbN3_hpmGdavw,0.0422980822622776,0.31448259949684143,0.03248271718621254,0.2090185433626175,0.14039787650108337,0.18768082559108734,0.0531572550535202,,,,,,,,,,,,,
1MrJJ9tyNyfFrxaNZ67xFg,0.12143760919570923,0.013672459870576859,0.026296162977814674,0.07261167466640472,0.37639158964157104,0.21090814471244812,0.12817661464214325,0.014503889717161655,0.0190034881234169,,,,,,,,,,,
1OrJ5VR2qYarPQfSRi4kOw,0.3367677628993988,0.1463405042886734,0.1148824393749237,0.37847480177879333,,,,,,,,,,,,,,,,
1QflFDnReuQW7CoXGL9oUA,0.028178410604596138,0.40093424916267395,0.33192047476768494,0.11058665812015533,0.10337613523006439,,,,,,,,,,,,,,,
1R0SfOQnSknw4wzrZGaFVw,0.15083765983581543,0.25287771224975586,0.06050033122301102,0.24422410130500793,0.07510215789079666,0.2059095799922943,,,,,,,,,,,,,,
1RECFIhw6tdiP4l3smu6Kw,0.07255040109157562,0.23161716759204865,0.03554147854447365,0.19334103167057037,0.03164117783308029,0.05967823415994644,0.12089870870113373,0.07280252873897552,0.08712734282016754,0.0773807018995285,,,,,,,,,,
1RHY4K3BD22FK7Cfftn8Mg,0.11128278821706772,0.12901145219802856,0.15799570083618164,0.326006680727005,0.2618107497692108,,,,,,,,,,,,,,,
1RKD5kqYzFcJGor2g6dBMw,0.1724371612071991,0.4887374937534332,0.2851516604423523,0.028669562190771103,,,,,,,,,,,,,,,,
1SJk2iDxDNLaCWXC-S-GPA,0.26574787497520447,0.20154359936714172,0.25672078132629395,0.17061194777488708,0.08156047761440277,,,,,,,,,,,,,,,
1TGti2jN5PstqlHelBBfNw,0.02653626725077629,0.019353490322828293,0.04148823767900467,0.1589117795228958,0.020970692858099937,0.27584996819496155,0.3010130524635315,0.12361685186624527,0.030237093567848206,,,,,,,,,,,
1UrXBPneHKLgmr-OYZUHmA,0.03435559198260307,0.035069506615400314,0.14535987377166748,0.01803160272538662,0.011882367543876171,0.011267522349953651,0.19140423834323883,0.011091383174061775,0.03361324220895767,0.291013240814209,0.060926564037799835,0.011631187982857227,0.14352703094482422,,,,,,,
1V3fj_J0242-2PZJA6NYSg,0.36303138732910156,0.030638454481959343,0.05897076800465584,0.06824033707380295,0.09589947760105133,0.05780355632305145,0.2558622658252716,0.03415756672620773,0.029512489214539528,,,,,,,,,,,
1VABify4KTXMvGZ4qcUt_g,0.07004092633724213,0.26236671209335327,0.19339397549629211,0.07956842333078384,0.37514644861221313,,,,,,,,,,,,,,,
1VUQPwwWU_i9PATyM8jrtg,0.0309947207570076,0.23952849209308624,0.01930546760559082,0.05755378678441048,0.07108967006206512,0.044703155755996704,0.09367405623197556,0.14662614464759827,0.17566663026809692,0.012963795103132725,0.09731729328632355,,,,,,,,,
1Vbt1GsmtQm2dkC4A2L_-g,0.06713857501745224,0.049443382769823074,0.011317306198179722,0.010539802722632885,0.3939569890499115,0.030885126441717148,0.14288228750228882,0.26004692912101746,0.014445859007537365,,,,,,,,,,,
1XEFVSf5zdBFHRScvmU_zQ,0.014288020320236683,0.014285976998507977,0.014289493672549725,0.01428708340972662,0.014287947677075863,0.014287239871919155,0.014285714365541935,0.014287865720689297,0.014287554658949375,0.014286881312727928,0.014288673177361488,0.014287515543401241,0.014289055950939655,0.01428772509098053,0.37041816115379333,0.014287425205111504,0.014287576079368591,0.3724047541618347,0.014287536032497883,0.014287778176367283
1XdWZTPXPRRaE0SsEbHcQQ,0.11634302139282227,0.17351408302783966,0.04073064774274826,0.038319505751132965,0.1755942404270172,0.09016584604978561,0.09347840398550034,0.06260591000318527,0.16713140904903412,0.016377147287130356,,,,,,,,,,
1YC7AbQMlNb5mLUlwwaa3w,0.02605348266661167,0.07286062091588974,0.17346584796905518,0.11705607920885086,0.2759520709514618,0.019682150334119797,0.14766182005405426,0.13211725652217865,0.011540778912603855,,,,,,,,,,,
1_Dg-GguWatioW4mvFQKQA,0.4064447283744812,0.04211326315999031,0.0761747732758522,0.028204208239912987,0.12703585624694824,0.2330598682165146,0.01613823138177395,0.04124518483877182,,,,,,,,,,,,
1cGyzWtfOoDiE8V0OR85yA,0.12651284039020538,0.022434215992689133,0.02406357228755951,0.01617293432354927,0.012157936580479145,0.09722569584846497,0.35469675064086914,0.02887895330786705,0.11473584175109863,0.14002498984336853,0.012677694670855999,0.04836820065975189,,,,,,,,
1dYpffQi3qdh-dkXF4LZBw,0.102454274892807,0.12157799303531647,0.016008855774998665,0.0118153877556324,0.019451143220067024,0.3519137501716614,0.0115309227257967,0.021039478480815887,0.01810269244015217,0.17334763705730438,0.09453268349170685,0.043918777257204056,,,,,,,,
1dhPgc7E7IzzpxjHM2LphQ,0.0246881153434515,0.0420655682682991,0.09057319164276123,0.27292996644973755,0.0280313678085804,0.04557814076542854,0.09104256331920624,0.025489872321486473,0.16493409872055054,0.15576329827308655,0.047843679785728455,,,,,,,,,
1fMXFNFwZEtTy9p8sEmiNw,0.010886019095778465,0.022116269916296005,0.026141444221138954,0.1777699738740921,0.20047123730182648,0.020546620711684227,0.05858369916677475,0.44632184505462646,0.027071736752986908,,,,,,,,,,,
1flOAXtu0-0YEvgJg1r3VQ,0.4169997572898865,0.010289334692060947,0.130250483751297,0.39365047216415405,0.03478788956999779,,,,,,,,,,,,,,,
1gJPuCAJC4CfPSUcGZl9QA,0.044119421392679214,0.5144386887550354,0.0410623699426651,0.021216297522187233,0.01922702044248581,0.05308057367801666,0.01731916517019272,0.012780999764800072,0.16428783535957336,0.07821958512067795,0.02148236334323883,,,,,,,,,
1h8aXynUKXUJM6Q4ZXcwyQ,0.03722419589757919,0.10452436655759811,0.7153297662734985,0.03997178375720978,0.0815155878663063,,,,,,,,,,,,,,,
1hCKJqPC9uLIXavNKVudAg,0.060011234134435654,0.04432830214500427,0.03574594855308533,0.021223118528723717,0.2156093716621399,0.13009843230247498,0.01996932551264763,0.229783296585083,0.19298991560935974,0.02349911443889141,,,,,,,,,,
1hDSdypYCwmZbmKY6MECxA,0.04898662865161896,0.028108464553952217,0.05475912243127823,0.07013687491416931,0.25969839096069336,0.11251453310251236,0.41814693808555603,,,,,,,,,,,,,
1hqOjPxgH8IXE4bNq6DFiw,0.0858340933918953,0.3426152467727661,0.05112466216087341,0.3371471166610718,0.07568228989839554,0.05600074678659439,,,,,,,,,,,,,,
1m4zUU1cioq1tKLiLvlDgA,0.6663411259651184,0.04150156304240227,0.2421504259109497,,,,,,,,,,,,,,,,,
1mOL0ZVy622lo7hc0f1vXQ,0.5205522179603577,0.36126869916915894,0.09215284883975983,,,,,,,,,,,,,,,,,
1n-HH6BG913cKQ1tX3wQEg,0.017124995589256287,0.012879395857453346,0.6464908719062805,0.022438351064920425,0.04018180072307587,0.21550743281841278,0.039783626794815063,,,,,,,,,,,,,
1n8bvxpBoUOAJsC5csuV3Q,0.47353795170783997,0.36079585552215576,0.11422804743051529,0.03416850045323372,,,,,,,,,,,,,,,,
1nlWzyHiSXXFVC0ISKjryw,0.10141272842884064,0.19156207144260406,0.06565044820308685,0.37593361735343933,0.19404162466526031,0.060015033930540085,,,,,,,,,,,,,,
1o3N4PiPI-fHnJnh-U85iw,0.04207456856966019,0.023567039519548416,0.06151575967669487,0.1649506539106369,0.1759718358516693,0.04514899104833603,0.40515607595443726,0.07587216049432755,,,,,,,,,,,,
1ofeAP5vdjnOSeO5S2pzSg,0.06589668244123459,0.08836033940315247,0.06517007946968079,0.3179098069667816,0.14777328073978424,0.10754555463790894,0.02838360331952572,0.16719302535057068,,,,,,,,,,,,
1pSulg40hoGWWTMivqoaew,0.13928726315498352,0.021965065971016884,0.19471803307533264,0.026788152754306793,0.027813423424959183,0.21306118369102478,0.11601164191961288,0.24934761226177216,,,,,,,,,,,,
1qYCUtw6_ehv7u_FxiE8IA,0.12875978648662567,0.5068396329879761,0.018686465919017792,0.04040398448705673,0.05350077897310257,0.17555773258209229,0.05642048269510269,,,,,,,,,,,,,
1qmDaCGJTam1--pEIuvkbg,0.12091457098722458,0.1346219927072525,0.4323102831840515,0.274935245513916,,,,,,,,,,,,,,,,
1rZrU5iXF7W-Mq7vPpyY2A,0.01916392520070076,0.19280460476875305,0.40521273016929626,0.0651208758354187,0.010861127637326717,0.1784549504518509,0.12451168149709702,,,,,,,,,,,,,
1sZRrH4lZwUzeCJabZEBQQ,0.5929277539253235,0.010076519101858139,0.31478050351142883,0.06843187659978867,,,,,,,,,,,,,,,,
1tTC8S4d1gbs9HLGbSmDww,0.5754624009132385,0.016691749915480614,0.22776475548744202,0.03552037850022316,0.09889476001262665,0.031662095338106155,,,,,,,,,,,,,,
1uH4zHOUSzaWFzWqsVsQlQ,0.2562727928161621,0.018659591674804688,0.04021121561527252,0.5758300423622131,0.016953034326434135,0.08068892359733582,,,,,,,,,,,,,,
1xEFOt8ArF0k4cpqWUk9gg,0.04283842444419861,0.3515472412109375,0.05146009847521782,0.011947877705097198,0.11531291902065277,0.23058082163333893,0.13299547135829926,0.04594800993800163,,,,,,,,,,,,
1yjkuM180FSUxo__fR8WAw,0.015145988203585148,0.23933036625385284,0.08032442629337311,0.09813746064901352,0.023824643343687057,0.0546228364109993,0.025618523359298706,0.03119172714650631,0.2751736342906952,0.14475207030773163,,,,,,,,,,
1ylA7yyrMMUX1zcu5EqO4Q,0.033933013677597046,0.20578402280807495,0.10250940173864365,0.1583205908536911,0.021383263170719147,0.3615626394748688,0.08291008323431015,0.010997193865478039,,,,,,,,,,,,
2-Y-kNEbrP_m1U9Hc2xH7A,0.1446360945701599,0.018498890101909637,0.026720745489001274,0.011712917126715183,0.2342561036348343,0.01392728928476572,0.08462746441364288,0.27088406682014465,0.18726947903633118,,,,,,,,,,,
2-_UPP_gKEsx2F8BXZf-PA,0.2652893662452698,0.06976529955863953,0.0260207150131464,0.15400150418281555,0.39545685052871704,0.07196211069822311,,,,,,,,,,,,,,
21HC9HeDaWy3vBHb9AaGGA,0.057334281504154205,0.17123712599277496,0.04759718105196953,0.01058635488152504,0.166043221950531,0.08454945683479309,0.03613751009106636,0.03410754352807999,0.051961109042167664,0.2086816281080246,0.11975987255573273,,,,,,,,,
22lLsW2-h6enhfaJBknCMg,0.07085096836090088,0.051796991378068924,0.07212381064891815,0.010634862817823887,0.1314869374036789,0.07472668588161469,0.5809920430183411,,,,,,,,,,,,,
23gakZ_NlN3K0SqOBybwug,0.038481779396533966,0.532354474067688,0.03606526553630829,0.010301697067916393,0.02852732501924038,0.014698012731969357,0.04326075315475464,0.06675615161657333,0.12032753229141235,0.045027412474155426,0.03165316954255104,,,,,,,,,
24ZF_CY04CplqUaOu7U_aQ,0.01034744642674923,0.1489410102367401,0.39421308040618896,0.11121547222137451,0.017741898074746132,0.30862221121788025,,,,,,,,,,,,,,
24hc1g8a7besgI0tMb3v7w,0.02464023046195507,0.06408222764730453,0.09606453031301498,0.21321293711662292,0.1474113166332245,0.11992830038070679,0.26039204001426697,0.058227431029081345,,,,,,,,,,,,
